birth_order,birth_sex,mother_age,birth_count,country
5胎,男,35～39歲,24,新北市
5胎,男,40～44歲,10,新北市
5胎,男,45～49歲,0,新北市
5胎,男,50歲以上,0,新北市
5胎,男,未滿15歲,0,新北市
6胎,女,15～19歲,0,新北市
6胎,女,20～24歲,0,新北市
6胎,女,25～29歲,5,新北市
6胎,女,30～34歲,3,新北市
6胎,女,35～39歲,4,新北市
6胎,女,40～44歲,2,新北市
6胎,女,45～49歲,0,新北市
6胎,女,50歲以上,0,新北市
6胎,女,未滿15歲,0,新北市
6胎,男,15～19歲,0,新北市
6胎,男,20～24歲,0,新北市
6胎,男,25～29歲,2,新北市
6胎,男,30～34歲,7,新北市
6胎,男,35～39歲,6,新北市
6胎,男,40～44歲,2,新北市
6胎,男,45～49歲,0,新北市
6胎,男,50歲以上,0,新北市
6胎,男,未滿15歲,0,新北市
7胎,女,15～19歲,0,新北市
7胎,女,20～24歲,0,新北市
7胎,女,25～29歲,0,新北市
7胎,女,30～34歲,0,新北市
7胎,女,35～39歲,4,新北市
7胎,女,40～44歲,1,新北市
7胎,女,45～49歲,0,新北市
7胎,女,50歲以上,0,新北市
7胎,女,未滿15歲,0,新北市
7胎,男,15～19歲,0,新北市
7胎,男,20～24歲,0,新北市
7胎,男,25～29歲,0,新北市
7胎,男,30～34歲,2,新北市
7胎,男,35～39歲,0,新北市
7胎,男,40～44歲,0,新北市
7胎,男,45～49歲,0,新北市
7胎,男,50歲以上,0,新北市
7胎,男,未滿15歲,0,新北市
8胎,女,15～19歲,0,新北市
8胎,女,20～24歲,0,新北市
8胎,女,25～29歲,0,新北市
8胎,女,30～34歲,1,新北市
8胎,女,35～39歲,1,新北市
8胎,女,40～44歲,1,新北市
8胎,女,45～49歲,0,新北市
8胎,女,50歲以上,0,新北市
8胎,女,未滿15歲,0,新北市
8胎,男,15～19歲,0,新北市
8胎,男,20～24歲,0,新北市
8胎,男,25～29歲,0,新北市
8胎,男,30～34歲,2,新北市
8胎,男,35～39歲,1,新北市
8胎,男,40～44歲,0,新北市
8胎,男,45～49歲,0,新北市
8胎,男,50歲以上,0,新北市
8胎,男,未滿15歲,0,新北市
9胎以上,女,15～19歲,0,新北市
9胎以上,女,20～24歲,0,新北市
9胎以上,女,25～29歲,0,新北市
9胎以上,女,30～34歲,0,新北市
9胎以上,女,35～39歲,0,新北市
9胎以上,女,40～44歲,0,新北市
9胎以上,女,45～49歲,0,新北市
9胎以上,女,50歲以上,0,新北市
9胎以上,女,未滿15歲,0,新北市
9胎以上,男,15～19歲,0,新北市
9胎以上,男,20～24歲,0,新北市
9胎以上,男,25～29歲,1,新北市
9胎以上,男,30～34歲,1,新北市
9胎以上,男,35～39歲,0,新北市
9胎以上,男,40～44歲,0,新北市
9胎以上,男,45～49歲,0,新北市
9胎以上,男,50歲以上,0,新北市
9胎以上,男,未滿15歲,0,新北市
1胎,女,15～19歲,37,新竹縣
1胎,女,20～24歲,147,新竹縣
1胎,女,25～29歲,339,新竹縣
1胎,女,30～34歲,381,新竹縣
1胎,女,35～39歲,191,新竹縣
1胎,女,40～44歲,29,新竹縣
1胎,女,45～49歲,0,新竹縣
1胎,女,50歲以上,0,新竹縣
1胎,女,未滿15歲,0,新竹縣
1胎,男,15～19歲,52,新竹縣
1胎,男,20～24歲,155,新竹縣
1胎,男,25～29歲,364,新竹縣
1胎,男,30～34歲,457,新竹縣
1胎,男,35～39歲,232,新竹縣
1胎,男,40～44歲,26,新竹縣
1胎,男,45～49歲,0,新竹縣
1胎,男,50歲以上,0,新竹縣
1胎,男,未滿15歲,1,新竹縣
2胎,女,15～19歲,5,新竹縣
2胎,女,20～24歲,63,新竹縣
2胎,女,25～29歲,157,新竹縣
2胎,女,30～34歲,389,新竹縣
2胎,女,35～39歲,263,新竹縣
2胎,女,40～44歲,45,新竹縣
2胎,女,45～49歲,1,新竹縣
2胎,女,50歲以上,0,新竹縣
2胎,女,未滿15歲,0,新竹縣
2胎,男,15～19歲,7,新竹縣
2胎,男,20～24歲,66,新竹縣
2胎,男,25～29歲,185,新竹縣
2胎,男,30～34歲,397,新竹縣
2胎,男,35～39歲,289,新竹縣
2胎,男,40～44歲,39,新竹縣
2胎,男,45～49歲,4,新竹縣
2胎,男,50歲以上,0,新竹縣
2胎,男,未滿15歲,0,新竹縣
3胎,女,15～19歲,0,新竹縣
3胎,女,20～24歲,7,新竹縣
3胎,女,25～29歲,41,新竹縣
3胎,女,30～34歲,79,新竹縣
3胎,女,35～39歲,65,新竹縣
3胎,女,40～44歲,18,新竹縣
3胎,女,45～49歲,1,新竹縣
3胎,女,50歲以上,0,新竹縣
3胎,女,未滿15歲,0,新竹縣
3胎,男,15～19歲,1,新竹縣
3胎,男,20～24歲,16,新竹縣
3胎,男,25～29歲,39,新竹縣
3胎,男,30～34歲,67,新竹縣
3胎,男,35～39歲,102,新竹縣
3胎,男,40～44歲,18,新竹縣
3胎,男,45～49歲,0,新竹縣
3胎,男,50歲以上,0,新竹縣
3胎,男,未滿15歲,0,新竹縣
4胎,女,15～19歲,0,新竹縣
4胎,女,20～24歲,4,新竹縣
4胎,女,25～29歲,11,新竹縣
4胎,女,30～34歲,15,新竹縣
4胎,女,35～39歲,22,新竹縣
4胎,女,40～44歲,5,新竹縣
4胎,女,45～49歲,0,新竹縣
4胎,女,50歲以上,0,新竹縣
4胎,女,未滿15歲,0,新竹縣
4胎,男,15～19歲,0,新竹縣
4胎,男,20～24歲,4,新竹縣
4胎,男,25～29歲,10,新竹縣
4胎,男,30～34歲,19,新竹縣
4胎,男,35～39歲,16,新竹縣
4胎,男,40～44歲,7,新竹縣
4胎,男,45～49歲,0,新竹縣
4胎,男,50歲以上,0,新竹縣
4胎,男,未滿15歲,0,新竹縣
5胎,女,15～19歲,0,新竹縣
5胎,女,20～24歲,0,新竹縣
5胎,女,25～29歲,6,新竹縣
5胎,女,30～34歲,11,新竹縣
5胎,女,35～39歲,5,新竹縣
5胎,女,40～44歲,5,新竹縣
5胎,女,45～49歲,2,新竹縣
5胎,女,50歲以上,0,新竹縣
5胎,女,未滿15歲,0,新竹縣
5胎,男,15～19歲,0,新竹縣
5胎,男,20～24歲,0,新竹縣
5胎,男,25～29歲,2,新竹縣
5胎,男,30～34歲,6,新竹縣
5胎,男,35～39歲,6,新竹縣
5胎,男,40～44歲,0,新竹縣
5胎,男,45～49歲,0,新竹縣
5胎,男,50歲以上,0,新竹縣
5胎,男,未滿15歲,0,新竹縣
6胎,女,15～19歲,0,新竹縣
6胎,女,20～24歲,1,新竹縣
6胎,女,25～29歲,2,新竹縣
6胎,女,30～34歲,2,新竹縣
6胎,女,35～39歲,3,新竹縣
6胎,女,40～44歲,1,新竹縣
6胎,女,45～49歲,0,新竹縣
6胎,女,50歲以上,0,新竹縣
6胎,女,未滿15歲,0,新竹縣
6胎,男,15～19歲,0,新竹縣
6胎,男,20～24歲,0,新竹縣
6胎,男,25～29歲,1,新竹縣
6胎,男,30～34歲,2,新竹縣
6胎,男,35～39歲,1,新竹縣
6胎,男,40～44歲,1,新竹縣
6胎,男,45～49歲,0,新竹縣
6胎,男,50歲以上,0,新竹縣
6胎,男,未滿15歲,0,新竹縣
7胎,女,15～19歲,0,新竹縣
7胎,女,20～24歲,0,新竹縣
7胎,女,25～29歲,0,新竹縣
7胎,女,30～34歲,2,新竹縣
7胎,女,35～39歲,0,新竹縣
7胎,女,40～44歲,0,新竹縣
7胎,女,45～49歲,0,新竹縣
7胎,女,50歲以上,0,新竹縣
7胎,女,未滿15歲,0,新竹縣
7胎,男,15～19歲,0,新竹縣
7胎,男,20～24歲,0,新竹縣
7胎,男,25～29歲,1,新竹縣
7胎,男,30～34歲,0,新竹縣
7胎,男,35～39歲,1,新竹縣
7胎,男,40～44歲,0,新竹縣
7胎,男,45～49歲,0,新竹縣
7胎,男,50歲以上,0,新竹縣
7胎,男,未滿15歲,0,新竹縣
8胎,女,15～19歲,0,新竹縣
8胎,女,20～24歲,0,新竹縣
8胎,女,25～29歲,0,新竹縣
8胎,女,30～34歲,0,新竹縣
8胎,女,35～39歲,0,新竹縣
8胎,女,40～44歲,1,新竹縣
8胎,女,45～49歲,0,新竹縣
8胎,女,50歲以上,0,新竹縣
8胎,女,未滿15歲,0,新竹縣
8胎,男,15～19歲,0,新竹縣
8胎,男,20～24歲,0,新竹縣
8胎,男,25～29歲,0,新竹縣
8胎,男,30～34歲,0,新竹縣
8胎,男,35～39歲,0,新竹縣
8胎,男,40～44歲,1,新竹縣
8胎,男,45～49歲,0,新竹縣
8胎,男,50歲以上,0,新竹縣
8胎,男,未滿15歲,0,新竹縣
9胎以上,女,15～19歲,0,新竹縣
9胎以上,女,20～24歲,0,新竹縣
9胎以上,女,25～29歲,0,新竹縣
9胎以上,女,30～34歲,0,新竹縣
9胎以上,女,35～39歲,0,新竹縣
9胎以上,女,40～44歲,0,新竹縣
9胎以上,女,45～49歲,0,新竹縣
9胎以上,女,50歲以上,0,新竹縣
9胎以上,女,未滿15歲,0,新竹縣
9胎以上,男,15～19歲,0,新竹縣
9胎以上,男,20～24歲,0,新竹縣
9胎以上,男,25～29歲,0,新竹縣
9胎以上,男,30～34歲,1,新竹縣
9胎以上,男,35～39歲,0,新竹縣
9胎以上,男,40～44歲,1,新竹縣
9胎以上,男,45～49歲,0,新竹縣
9胎以上,男,50歲以上,0,新竹縣
9胎以上,男,未滿15歲,0,新竹縣
1胎,女,15～19歲,30,苗栗縣
1胎,女,20～24歲,145,苗栗縣
1胎,女,25～29歲,299,苗栗縣
1胎,女,30～34歲,217,苗栗縣
1胎,女,35～39歲,109,苗栗縣
1胎,女,40～44歲,17,苗栗縣
1胎,女,45～49歲,0,苗栗縣
1胎,女,50歲以上,0,苗栗縣
1胎,女,未滿15歲,0,苗栗縣
1胎,男,15～19歲,26,苗栗縣
1胎,男,20～24歲,158,苗栗縣
1胎,男,25～29歲,307,苗栗縣
1胎,男,30～34歲,239,苗栗縣
1胎,男,35～39歲,106,苗栗縣
1胎,男,40～44歲,9,苗栗縣
1胎,男,45～49歲,0,苗栗縣
1胎,男,50歲以上,0,苗栗縣
1胎,男,未滿15歲,0,苗栗縣
2胎,女,15～19歲,5,苗栗縣
2胎,女,20～24歲,76,苗栗縣
2胎,女,25～29歲,190,苗栗縣
2胎,女,30～34歲,291,苗栗縣
2胎,女,35～39歲,180,苗栗縣
2胎,女,40～44歲,22,苗栗縣
2胎,女,45～49歲,1,苗栗縣
2胎,女,50歲以上,0,苗栗縣
2胎,女,未滿15歲,0,苗栗縣
2胎,男,15～19歲,8,苗栗縣
2胎,男,20～24歲,73,苗栗縣
2胎,男,25～29歲,199,苗栗縣
2胎,男,30～34歲,364,苗栗縣
2胎,男,35～39歲,177,苗栗縣
2胎,男,40～44歲,28,苗栗縣
2胎,男,45～49歲,1,苗栗縣
2胎,男,50歲以上,0,苗栗縣
2胎,男,未滿15歲,0,苗栗縣
3胎,女,15～19歲,0,苗栗縣
3胎,女,20～24歲,7,苗栗縣
3胎,女,25～29歲,44,苗栗縣
3胎,女,30～34歲,76,苗栗縣
3胎,女,35～39歲,70,苗栗縣
3胎,女,40～44歲,16,苗栗縣
3胎,女,45～49歲,1,苗栗縣
3胎,女,50歲以上,0,苗栗縣
3胎,女,未滿15歲,0,苗栗縣
3胎,男,15～19歲,0,苗栗縣
3胎,男,20～24歲,11,苗栗縣
3胎,男,25～29歲,33,苗栗縣
3胎,男,30～34歲,91,苗栗縣
3胎,男,35～39歲,79,苗栗縣
3胎,男,40～44歲,11,苗栗縣
3胎,男,45～49歲,0,苗栗縣
3胎,男,50歲以上,1,苗栗縣
3胎,男,未滿15歲,0,苗栗縣
4胎,女,15～19歲,0,苗栗縣
4胎,女,20～24歲,0,苗栗縣
4胎,女,25～29歲,8,苗栗縣
4胎,女,30～34歲,12,苗栗縣
4胎,女,35～39歲,17,苗栗縣
4胎,女,40～44歲,3,苗栗縣
4胎,女,45～49歲,0,苗栗縣
4胎,女,50歲以上,0,苗栗縣
4胎,女,未滿15歲,0,苗栗縣
4胎,男,15～19歲,0,苗栗縣
4胎,男,20～24歲,2,苗栗縣
4胎,男,25～29歲,6,苗栗縣
4胎,男,30～34歲,13,苗栗縣
4胎,男,35～39歲,19,苗栗縣
4胎,男,40～44歲,6,苗栗縣
4胎,男,45～49歲,0,苗栗縣
4胎,男,50歲以上,0,苗栗縣
4胎,男,未滿15歲,0,苗栗縣
5胎,女,15～19歲,0,苗栗縣
5胎,女,20～24歲,1,苗栗縣
5胎,女,25～29歲,3,苗栗縣
5胎,女,30～34歲,5,苗栗縣
5胎,女,35～39歲,4,苗栗縣
5胎,女,40～44歲,1,苗栗縣
5胎,女,45～49歲,0,苗栗縣
5胎,女,50歲以上,0,苗栗縣
5胎,女,未滿15歲,0,苗栗縣
5胎,男,15～19歲,0,苗栗縣
5胎,男,20～24歲,0,苗栗縣
5胎,男,25～29歲,1,苗栗縣
5胎,男,30～34歲,2,苗栗縣
5胎,男,35～39歲,5,苗栗縣
5胎,男,40～44歲,2,苗栗縣
5胎,男,45～49歲,0,苗栗縣
5胎,男,50歲以上,0,苗栗縣
5胎,男,未滿15歲,0,苗栗縣
6胎,女,15～19歲,0,苗栗縣
6胎,女,20～24歲,0,苗栗縣
6胎,女,25～29歲,1,苗栗縣
6胎,女,30～34歲,5,苗栗縣
6胎,女,35～39歲,1,苗栗縣
6胎,女,40～44歲,0,苗栗縣
6胎,女,45～49歲,0,苗栗縣
6胎,女,50歲以上,0,苗栗縣
6胎,女,未滿15歲,0,苗栗縣
6胎,男,15～19歲,0,苗栗縣
6胎,男,20～24歲,0,苗栗縣
6胎,男,25～29歲,3,苗栗縣
6胎,男,30～34歲,2,苗栗縣
6胎,男,35～39歲,1,苗栗縣
6胎,男,40～44歲,0,苗栗縣
6胎,男,45～49歲,0,苗栗縣
6胎,男,50歲以上,0,苗栗縣
6胎,男,未滿15歲,0,苗栗縣
7胎,女,15～19歲,0,苗栗縣
7胎,女,20～24歲,0,苗栗縣
7胎,女,25～29歲,0,苗栗縣
7胎,女,30～34歲,0,苗栗縣
7胎,女,35～39歲,0,苗栗縣
7胎,女,40～44歲,0,苗栗縣
7胎,女,45～49歲,0,苗栗縣
7胎,女,50歲以上,0,苗栗縣
7胎,女,未滿15歲,0,苗栗縣
7胎,男,15～19歲,0,苗栗縣
7胎,男,20～24歲,0,苗栗縣
7胎,男,25～29歲,0,苗栗縣
7胎,男,30～34歲,1,苗栗縣
7胎,男,35～39歲,1,苗栗縣
7胎,男,40～44歲,0,苗栗縣
7胎,男,45～49歲,0,苗栗縣
7胎,男,50歲以上,0,苗栗縣
7胎,男,未滿15歲,0,苗栗縣
8胎,女,15～19歲,0,苗栗縣
8胎,女,20～24歲,0,苗栗縣
8胎,女,25～29歲,0,苗栗縣
8胎,女,30～34歲,0,苗栗縣
8胎,女,35～39歲,0,苗栗縣
8胎,女,40～44歲,1,苗栗縣
8胎,女,45～49歲,0,苗栗縣
8胎,女,50歲以上,0,苗栗縣
8胎,女,未滿15歲,0,苗栗縣
8胎,男,15～19歲,0,苗栗縣
8胎,男,20～24歲,0,苗栗縣
8胎,男,25～29歲,0,苗栗縣
8胎,男,30～34歲,0,苗栗縣
8胎,男,35～39歲,1,苗栗縣
8胎,男,40～44歲,0,苗栗縣
8胎,男,45～49歲,0,苗栗縣
8胎,男,50歲以上,0,苗栗縣
8胎,男,未滿15歲,0,苗栗縣
9胎以上,女,15～19歲,0,苗栗縣
9胎以上,女,20～24歲,0,苗栗縣
9胎以上,女,25～29歲,0,苗栗縣
9胎以上,女,30～34歲,0,苗栗縣
9胎以上,女,35～39歲,0,苗栗縣
9胎以上,女,40～44歲,0,苗栗縣
9胎以上,女,45～49歲,0,苗栗縣
9胎以上,女,50歲以上,0,苗栗縣
9胎以上,女,未滿15歲,0,苗栗縣
9胎以上,男,15～19歲,0,苗栗縣
9胎以上,男,20～24歲,0,苗栗縣
9胎以上,男,25～29歲,0,苗栗縣
9胎以上,男,30～34歲,0,苗栗縣
9胎以上,男,35～39歲,0,苗栗縣
9胎以上,男,40～44歲,0,苗栗縣
9胎以上,男,45～49歲,0,苗栗縣
9胎以上,男,50歲以上,0,苗栗縣
9胎以上,男,未滿15歲,0,苗栗縣
